"","SubjectID","age.tested","age.tested.c","towre.w.ipm","towre.w.ipm.cs","towre.nw.ipm","towre.nw.ipm.t","wj3.wid.raw","wj3.wid.t","wj3.watt.raw","wj3.watt.t","ppvt.raw","ppvt.t","wasi.matr.raw","wasi.matr.t","ktea2.raw","ktea2.t","wj3.rcomp.raw","wj3.rcomp.t","decode","decode.cs","rc.comp","Pred","stdPred","resid","CI_group"
"115","1187",22.17,-4.063914591,114.67,1.24014174,62.67,0.656333036,70,0.5444753,32,1.567141763,203,0.698266199,24,1.578007153,78,0.817785013,37,-0.317608215,1.00202296,1.160167288,0.0766549105454398,0.836541310664288,0.935746791227338,-0.0187562976642896,"EAC"
"116","1188",15.42,-5.063914591,114.67,-0.067028974,56,-0.295729157,62,-1.229160995,23,-1.250106035,202,-0.745461594,26,-1.354899639,70,-1.920369046,36,-0.96528561,-0.71050629,-0.822641985,-0.460712373600031,-1.00328013431049,-1.12225918128812,-0.917088911689507,"EPC"
"117","1189",21.5,-1.313914591,133.33,0.221412828,80,0.16949459,68,0.1561256,31,-0.610761311,195,-0.006129261,18,0.591254207,78,0.459468012,38,0.884210536,-0.015932073,-0.018446554,0.200198497130283,0.0612549003556679,0.0685191223776127,0.398213111644332,"UGC"
"118","119",19.96,2.406085409,110.67,-1.074954822,30.67,-2.372277359,68,-2.048266832,26,-1.782380296,190,-2.356363166,20,-0.738283726,76.67924528,-1.847545109,36,-1.74326023,-1.819469827,-2.106627753,-0.118696262713045,-2.01065499728195,-2.24909868531707,0.163109888281955,"EPC"
"120","1191",15.83,-1.483914591,97.33,1.181805196,53.33,0.31213437,57,-0.368379615,26,0.682542295,174,-0.193398456,19,0.591254207,47,-1.043557637,29,-0.96528561,0.452025562,0.523366521,-1.97682244605462,0.0570640828778087,0.0638313156218464,-1.10062171987781,"UPC"
"122","1195",16,-5.393914591,104,-0.426770997,53.33,0.329039454,57,-0.026231123,22,1.567141763,181,-0.983252354,20,0.591254207,60.62264151,-2.082647654,33,-0.539616645,0.360794774,0.417737229,-1.1849832977909,-0.722550350493471,-0.808237636786381,-1.36009730350653,"UPC"
"123","1197",15.75,-4.233914591,117.33,-0.283090249,53.33,0.011751027,66,-0.828317379,22,-0.035776103,200,-0.694976298,23,-1.842485352,76,-1.116654715,36,-1.922476115,-0.283858176,-0.328658108,-0.156308474024477,-0.917093610200428,-1.0258517924878,-0.199561104799572,"EPC"
"125","1199",15.92,-2.233914591,112,0.869596654,40,1.159589754,63,-0.828317379,24,-0.610761311,196,-1.071802117,22,-0.738283726,72,-2.119092492,33,-0.96528561,0.14752693,0.170810375,-0.706281231619215,-0.811808673079684,-0.908081108815079,-1.30728381892032,"UPC"
"126","12",20.01,-2.483914591,147.14,-1.795519174,80,-1.352946797,69,-0.528591259,28,-0.339824306,200,-1.02798239,20,0.904086171,79.20754717,0.234823476,43,-0.539616645,-1.004220384,-1.162711521,0.93716297600261,-0.836021786118118,-0.935165656276136,1.07084526211812,"UGC"
"127","120",21.58,0.936085409,137.33,-1.074954822,83.92,0.090023366,71,-0.026231123,28,-0.339824306,200,0.775922446,20,0.013034742,78.90566038,1.614725431,36,-0.089482551,-0.337746721,-0.391051616,0.00925820920648594,0.454570284616483,0.508477799944862,1.16015514638352,"UGC"
"129","1203",15.08,-1.563914591,90.67,-0.210709722,13.33,-0.44592234,66,-0.026231123,31,0.682542295,195,0.473411677,24,-0.252693548,72,-0.643208329,37,-0.317608215,-8.02e-05,-9.29e-05,-0.244370003401817,0.208200077867669,0.232890536667867,-0.851408406867668,"UPC"
"130","1204",17.42,-2.143914591,94.67,-1.074954822,70.67,-0.879800747,72,-0.681836275,30,1.102549013,211,-0.843462206,24,-2.207588062,88,-2.278313864,41,-2.726948061,-0.383510708,-0.444038306,1.24387796683551,-1.02461506582365,-1.14612422351665,-1.25369879817635,"EPC"
"133","1209",14.83,-1.893914591,126.67,-0.499151524,72,-1.417772325,70,-1.10178426,29,-1.41322975,201,-0.983252354,26,-1.354899639,80,-1.730016086,39,-0.755508785,-1.107984465,-1.282852174,0.445450146116584,-1.15123822727269,-1.28776363272818,-0.578777858727309,"EPC"
"135","1210",16,-4.643914591,97.33,1.556671508,57.33,2.482903807,60,1.421900249,22,1.102549013,169,1.017253918,18,0.591254207,60,1.071302565,33,1.142935739,1.641006144,1.899998029,-1.20667865714209,1.03476753000953,1.15748066895549,0.0365350349904686,"EAC"
"136","122",23.2,0.266085409,112,-1.219175723,72,-0.737758241,72,-0.968234398,30,-0.035776103,209,-1.564643231,27,0.013034742,82.8490566,-1.390540533,41,-1.74326023,-0.740236116,-0.857063922,0.887819402131109,-1.1322952504879,-1.26657420727235,-0.258245282512101,"EPC"
"139","125",22.21,0.686085409,130.67,-3.019506298,78.67,-1.352946797,76,-0.968234398,31,-1.41322975,223,0.124662443,24,1.578007153,88.37735849,0.021240794,43,-0.317608215,-1.688479311,-1.954963651,1.54778512844804,-0.00240207180258563,-0.00268693365122754,0.0236428658025863,"EAC"
"140","126",24.91,1.846085409,126.67,0.437474103,72,0.011751027,72,-0.828317379,31,1.102549013,204,-0.006129261,20,0.591254207,79.96226415,0.234823476,40,0.14476127,0.180864191,0.209409092,0.573158364415632,0.267704480437892,0.299451569650152,-0.0328810044378912,"EAC"
"141","127",20.56,2.266085409,148.11,0.005351553,91.29,-0.21994689,76,-0.200995735,30,-0.610761311,205,-0.370349867,27,0.013034742,87.26415094,0.943056631,43,0.884210536,-0.256588096,-0.297084126,1.46654338130245,-0.162224916985407,-0.181463178937992,1.10528154798541,"UGC"
"143","129",22.36,2.186085409,128,0.365093576,74.67,0.992026858,73,1.189390714,30,1.102549013,210,1.185291298,25,0.904086171,85.56603774,1.614725431,44,0.884210536,0.91226504,1.05624332,1.48940813931773,1.1164178628299,1.24881391928865,0.498307568170097,"UGC"
"144","130",20.24,0.516085409,100,-0.354930623,74.67,-1.018965338,71,-0.968234398,30,-0.610761311,203,-1.02798239,21,-0.252693548,80,-1.828841462,40,-1.16894812,-0.738222918,-0.85473299,0.575448749820654,-0.832910743344468,-0.931685674766837,-0.995930718655532,"UPC"
"148","134",21.17,2.016085409,121.33,0.005351553,68,-0.295729157,68,-0.368379615,25,-0.035776103,206,0.124662443,20,0.013034742,79.69811321,0.57602551,39,-0.089482551,-0.173633331,-0.20103702,0.427186599693295,0.149212280318236,0.166907372924534,0.426813229681765,"UGC"
"149","136",23.14,2.936085409,167.2,-0.499151524,100.22,-0.065910865,75,-0.828317379,31,-0.035776103,222,-0.590963,25,-1.354899639,88.50943396,-0.081489395,45,-0.539616645,-0.357288968,-0.413678119,1.84661689581776,-0.568322744979797,-0.635720170952489,0.486833349979798,"UGC"
